Customer_ID,Customer_Name,Contact,Business_Type,Location,Total_Purchases,Loyalty_Level
C5679,Anjali Agarwal,9134411996,Retailer,Karnataka,199826,Platinum
C5680,Priya Agarwal,9448650295,Mechanic,Gujarat,1063848,Silver
C5681,Raj Ghosh,9412088857,Wholesaler,Delhi,1141546,Silver
C5682,Sanjay Ghosh,9216151153,Mechanic,Maharashtra,441340,Silver
C5683,Arun Patil,9867811502,Mechanic,Gujarat,1045367,Platinum
C5684,Neha Patil,9516296487,Retailer,Maharashtra,359199,Platinum
C5685,Raj Verma,9818564488,Retailer,Karnataka,718581,Silver
C5686,Arun Bose,9456387777,Mechanic,Gujarat,1704986,Gold
C5687,Priya Nair,9277350019,Wholesaler,Gujarat,131628,Gold
C5688,Kiran Patil,9346884913,Wholesaler,Maharashtra,981374,Silver
C5689,Anjali Agarwal,9624581838,Retailer,Maharashtra,1983554,Gold
C5690,Divya Ghosh,9108429685,Wholesaler,West Bengal,174409,Silver
C5691,Arun Sharma,9101312783,Mechanic,Uttar Pradesh,301991,Silver
C5692,Vikram Mehta,9922914591,Retailer,Maharashtra,53740,Gold
C5693,Amit Mehta,9677055837,Mechanic,Gujarat,593393,Gold
C5694,Vikram Mehta,9585355630,Retailer,Tamil Nadu,1743578,Platinum
C5695,Vikram Sharma,9634893905,Retailer,Maharashtra,1621347,Gold
C5696,Neha Agarwal,9611214253,Retailer,Delhi,1304035,Gold
C5697,Vikram Chopra,9499205439,Retailer,West Bengal,1271320,Gold
C5698,Anjali Nair,9183008334,Wholesaler,Delhi,1602183,Gold
C5699,Priya Patil,9759802619,Mechanic,Uttar Pradesh,1828838,Silver
C5700,Anjali Mehta,9157922198,Mechanic,Delhi,1188934,Gold
C5701,Anjali Chopra,9906276128,Mechanic,Tamil Nadu,1883584,Silver
C5702,Amit Mehta,9149650854,Retailer,West Bengal,525866,Silver
C5703,Kiran Reddy,9320806466,Wholesaler,Uttar Pradesh,602807,Platinum
C5704,Divya Ghosh,9288876964,Mechanic,Karnataka,362856,Silver
C5705,Priya Reddy,9270105406,Wholesaler,Gujarat,370472,Gold
C5706,Sanjay Chopra,9878863035,Retailer,Gujarat,1762623,Platinum
C5707,Anjali Nair,9562687799,Mechanic,Maharashtra,1808496,Platinum
C5708,Vikram Verma,9128544300,Wholesaler,Gujarat,1580270,Platinum
C5709,Divya Mehta,9610897417,Retailer,Tamil Nadu,704281,Silver
C5710,Priya Sharma,9359760002,Wholesaler,Gujarat,1797558,Silver
C5711,Kiran Chopra,9408098444,Mechanic,Tamil Nadu,1026974,Silver
C5712,Kiran Reddy,9916189367,Mechanic,Karnataka,932048,Platinum
C5713,Arun Bose,9598532084,Retailer,Tamil Nadu,1949957,Silver
C5714,Divya Reddy,9647047046,Retailer,Karnataka,1297759,Silver
C5715,Sanjay Reddy,9902043181,Retailer,Karnataka,1646756,Platinum
C5716,Kiran Chopra,9408093340,Wholesaler,Karnataka,1099658,Platinum
C5717,Arun Bose,9357519670,Wholesaler,Tamil Nadu,888337,Gold
C5718,Raj Chopra,9272619533,Wholesaler,Uttar Pradesh,1359308,Platinum
C5719,Divya Chopra,9557580680,Retailer,Karnataka,931538,Platinum
C5720,Anjali Nair,9602192125,Mechanic,Uttar Pradesh,823006,Platinum
C5721,Anjali Patil,9375507078,Mechanic,Tamil Nadu,714095,Gold
C5722,Raj Sharma,9671163511,Wholesaler,West Bengal,1109831,Gold
C5723,Amit Chopra,9432405660,Wholesaler,Karnataka,941569,Gold
C5724,Neha Bose,9553346459,Mechanic,Tamil Nadu,1578026,Platinum
C5725,Priya Chopra,9392235014,Mechanic,Tamil Nadu,1421235,Gold
C5726,Kiran Reddy,9782709679,Wholesaler,Uttar Pradesh,1972018,Platinum
C5727,Anjali Patil,9335404683,Wholesaler,Tamil Nadu,1784587,Silver
C5728,Raj Verma,9183351726,Mechanic,Maharashtra,871350,Gold
C5729,Neha Bose,9933703037,Retailer,Uttar Pradesh,580391,Silver
C5730,Priya Ghosh,9166426967,Wholesaler,Uttar Pradesh,394947,Platinum
C5731,Vikram Ghosh,9977290361,Mechanic,Maharashtra,298437,Silver
C5732,Anjali Ghosh,9964892893,Mechanic,Karnataka,1551938,Gold
C5733,Kiran Chopra,9324263468,Mechanic,Gujarat,1677254,Gold
C5734,Anjali Verma,9250675477,Mechanic,West Bengal,283351,Platinum
C5735,Vikram Nair,9334365093,Retailer,Gujarat,1934166,Gold
C5736,Divya Sharma,9349055619,Mechanic,Karnataka,208083,Silver
C5737,Neha Reddy,9684930365,Wholesaler,Delhi,1581357,Silver
C5738,Divya Sharma,9812976139,Retailer,Delhi,1943897,Gold
C5739,Amit Agarwal,9967625530,Mechanic,West Bengal,1947275,Gold
C5740,Anjali Reddy,9480086600,Retailer,Uttar Pradesh,809064,Platinum
C5741,Vikram Reddy,9970806405,Wholesaler,West Bengal,1805177,Silver
C5742,Raj Chopra,9376532565,Mechanic,West Bengal,1491326,Gold
C5743,Vikram Mehta,9360603757,Wholesaler,Maharashtra,1233839,Silver
C5744,Vikram Sharma,9579523066,Mechanic,Maharashtra,186695,Platinum
C5745,Neha Chopra,9867994389,Mechanic,Delhi,1100869,Silver
C5746,Arun Verma,9566722738,Mechanic,West Bengal,201665,Platinum
C5747,Arun Patil,9616582041,Mechanic,Tamil Nadu,1191279,Silver
C5748,Amit Verma,9353532204,Mechanic,Gujarat,414873,Platinum
C5749,Divya Reddy,9159190184,Retailer,Delhi,1569094,Gold
C5750,Arun Agarwal,9902073654,Mechanic,West Bengal,1921000,Gold
C5751,Vikram Chopra,9481741941,Mechanic,Tamil Nadu,657448,Platinum
C5752,Neha Agarwal,9688390589,Retailer,West Bengal,590136,Silver
C5753,Priya Nair,9468136973,Retailer,Uttar Pradesh,897605,Silver
C5754,Divya Agarwal,9677739539,Retailer,Karnataka,425055,Silver
C5755,Amit Sharma,9286854942,Retailer,Tamil Nadu,572160,Gold
C5756,Amit Nair,9182847653,Retailer,Uttar Pradesh,983263,Gold
C5757,Neha Agarwal,9766762446,Retailer,Gujarat,1499309,Silver
C5758,Anjali Mehta,9554007259,Mechanic,Karnataka,1069301,Gold
C5759,Vikram Reddy,9898472901,Mechanic,Uttar Pradesh,867412,Gold
C5760,Priya Patil,9398095031,Wholesaler,Maharashtra,1298774,Gold
C5761,Amit Nair,9918247986,Mechanic,Delhi,534044,Platinum
C5762,Sanjay Patil,9466443895,Mechanic,West Bengal,1369175,Platinum
C5763,Arun Ghosh,9746944779,Retailer,Delhi,1629808,Gold
C5764,Arun Nair,9757954013,Retailer,Gujarat,541837,Gold
C5765,Arun Verma,9550505093,Mechanic,West Bengal,1425347,Gold
C5766,Kiran Bose,9685755453,Wholesaler,Karnataka,1949731,Silver
C5767,Priya Verma,9259471160,Retailer,Tamil Nadu,822255,Platinum
C5768,Amit Sharma,9248816476,Mechanic,Tamil Nadu,470316,Silver
C5769,Anjali Agarwal,9391451471,Mechanic,West Bengal,1295824,Gold
C5770,Neha Agarwal,9321226522,Wholesaler,Karnataka,313002,Gold
C5771,Amit Bose,9200045094,Wholesaler,West Bengal,1922019,Silver
C5772,Divya Nair,9246234070,Retailer,West Bengal,1718918,Gold
C5773,Vikram Reddy,9830520492,Wholesaler,Uttar Pradesh,813326,Platinum
C5774,Neha Sharma,9814363928,Mechanic,West Bengal,1376157,Platinum
C5775,Priya Patil,9185823492,Mechanic,Tamil Nadu,1910558,Gold
C5776,Amit Reddy,9260262507,Wholesaler,Gujarat,1779797,Platinum
C5777,Sanjay Chopra,9481944185,Wholesaler,West Bengal,1389649,Gold
C5778,Amit Patil,9492655940,Wholesaler,Tamil Nadu,1492811,Gold
C5779,Amit Verma,9638383416,Wholesaler,Maharashtra,598572,Gold
C5780,Kiran Verma,9638825218,Retailer,Karnataka,1175926,Platinum
C5781,Priya Sharma,9758681268,Wholesaler,Maharashtra,947271,Silver
C5782,Anjali Mehta,,Retailer,West Bengal,1999688,
C5783,Raj Patil,9309861860,Mechanic,Tamil Nadu,912072,Platinum
C5784,Priya Sharma,,Wholesaler,Karnataka,255087,
C5785,Arun Ghosh,9762229887,Retailer,Delhi,120909,Platinum
C5786,Raj Bose,9280819717,Wholesaler,Karnataka,1393091,Gold
C5787,Priya Chopra,9840153258,Mechanic,Karnataka,1898242,Platinum
C5788,Raj Verma,9321193605,Mechanic,West Bengal,1686036,Gold
C5789,Neha Sharma,9122505994,Mechanic,Uttar Pradesh,858027,Gold
C5790,Priya Verma,9612374483,Wholesaler,Maharashtra,882031,Platinum
C5791,Divya Patil,9683531724,Wholesaler,Maharashtra,713132,Silver
C5792,Divya Patil,9228298714,Retailer,Delhi,1047607,Platinum
C5793,Amit Agarwal,9386941257,Mechanic,West Bengal,1938898,Platinum
C5794,Raj Verma,9219258166,Wholesaler,Karnataka,1725069,Platinum
C5795,Amit Chopra,9237016476,Mechanic,Uttar Pradesh,565806,Gold
C5796,Divya Agarwal,9932744251,Mechanic,Gujarat,340828,Gold
C5797,Vikram Reddy,9925020955,Retailer,Maharashtra,497301,Silver
C5798,Arun Ghosh,9454171549,Retailer,Maharashtra,372068,Silver
C5799,Sanjay Nair,9601832719,Retailer,Tamil Nadu,585996,Platinum
C5800,Divya Verma,9122266635,Retailer,Karnataka,1892678,Silver
C5801,Priya Ghosh,9811869924,Mechanic,West Bengal,1083741,Platinum
C5802,Raj Nair,9542986150,Retailer,Maharashtra,557736,Gold
C5803,Sanjay Patil,9583755206,Retailer,Uttar Pradesh,1431190,Platinum
C5804,Neha Reddy,9162807338,Retailer,West Bengal,314810,Platinum
C5805,Arun Sharma,9590987502,Retailer,Karnataka,904421,Platinum
C5806,Priya Patil,9634958344,Mechanic,Karnataka,440783,Platinum
C5807,Arun Bose,9992938883,Retailer,Maharashtra,1214831,Silver
C5808,Vikram Ghosh,9765483299,Mechanic,Delhi,791032,Platinum
C5809,Amit Bose,9855337782,Wholesaler,West Bengal,1533039,Gold
C5810,Priya Reddy,9824405226,Mechanic,West Bengal,1363193,Platinum
C5811,Vikram Mehta,9884368233,Mechanic,Tamil Nadu,1606915,Gold
C5812,Kiran Patil,9872704700,Retailer,Uttar Pradesh,468781,Silver
C5813,Arun Patil,9800018705,Wholesaler,Karnataka,727968,Platinum
C5814,Kiran Verma,9977422243,Wholesaler,Karnataka,799031,Gold
C5815,Vikram Verma,9795276903,Wholesaler,Maharashtra,1359877,Platinum
C5816,Anjali Verma,9300209320,Wholesaler,Maharashtra,1068213,Platinum
C5817,Arun Reddy,9422261671,Mechanic,Maharashtra,1588749,Silver
C5818,Anjali Agarwal,9372362992,Wholesaler,Tamil Nadu,1401934,Gold
C5819,Neha Nair,9865446925,Mechanic,Uttar Pradesh,813865,Gold
C5820,Raj Verma,9978446974,Mechanic,Delhi,1264250,Gold
C5821,Vikram Bose,9468879536,Mechanic,Maharashtra,1466066,Platinum
C5822,Priya Mehta,9422599479,Wholesaler,Maharashtra,144373,Silver
C5823,Neha Bose,9890411647,Retailer,Gujarat,463951,Platinum
C5824,Divya Chopra,9986612585,Retailer,Uttar Pradesh,591094,Silver
C5825,Anjali Patil,9603473758,Wholesaler,Maharashtra,1407012,Silver
C5826,Arun Mehta,9449910816,Retailer,Tamil Nadu,603516,Gold
C5827,Neha Mehta,9802319894,Retailer,West Bengal,285309,Silver
C5828,Sanjay Verma,9746918048,Mechanic,Delhi,97986,Gold
C5829,Anjali Agarwal,9570416994,Mechanic,West Bengal,486071,Platinum
C5830,Amit Sharma,9174518299,Wholesaler,Gujarat,146780,Platinum
C5831,Anjali Verma,9210706578,Wholesaler,Karnataka,1572739,Silver
C5832,Kiran Bose,9347559565,Retailer,Karnataka,993368,Gold
C5833,Arun Verma,9218300512,Mechanic,Maharashtra,1517716,Gold
C5834,Priya Reddy,9501433044,Wholesaler,Gujarat,705914,Platinum
C5835,Kiran Mehta,9967873655,Wholesaler,West Bengal,361302,Silver
C5836,Divya Verma,9910386514,Wholesaler,Tamil Nadu,1706549,Gold
C5837,Amit Verma,9844495419,Wholesaler,Delhi,248699,Gold
C5838,Vikram Patil,9545834615,Wholesaler,Uttar Pradesh,77749,Silver
C5839,Vikram Patil,9959438536,Wholesaler,West Bengal,424339,Platinum
C5840,Divya Mehta,9665247195,Retailer,Gujarat,1935817,Gold
C5841,Priya Patil,9995311988,Mechanic,Gujarat,1949084,Gold
C5842,Kiran Bose,9622336800,Mechanic,Uttar Pradesh,255611,Silver
C5843,Neha Ghosh,9326441655,Wholesaler,West Bengal,1022750,Silver
C5844,Divya Chopra,9225752673,Mechanic,Delhi,1484828,Gold
C5845,Kiran Agarwal,9823461220,Mechanic,West Bengal,1542906,Gold
C5846,Anjali Ghosh,9144552225,Mechanic,West Bengal,951610,Silver
C5847,Kiran Bose,9240142045,Wholesaler,Delhi,1434765,Silver
C5848,Arun Chopra,9420493186,Wholesaler,Tamil Nadu,1980410,Gold
C5849,Amit Bose,9268914075,Mechanic,Uttar Pradesh,390185,Silver
C5850,Priya Verma,9515757308,Mechanic,Gujarat,1647330,Gold
C5851,Neha Bose,9963639194,Wholesaler,Delhi,986436,Silver
C5852,Anjali Patil,9417477600,Retailer,Maharashtra,682000,Gold
C5853,Amit Sharma,9440690972,Mechanic,Maharashtra,1746076,Gold
C5854,Priya Sharma,9745734213,Retailer,Maharashtra,821224,Silver
C5855,Priya Bose,9878684786,Mechanic,Maharashtra,1137443,Platinum
C5856,Raj Reddy,9961549032,Retailer,Uttar Pradesh,1510776,Gold
C5857,Kiran Ghosh,9560907520,Retailer,Karnataka,1789798,Platinum
C5858,Vikram Reddy,9347854968,Retailer,Tamil Nadu,164361,Platinum
C5859,Neha Ghosh,9714063455,Wholesaler,Karnataka,936999,Silver
C5860,Divya Verma,9400387190,Retailer,West Bengal,411514,Gold
C5861,Priya Nair,9558943475,Retailer,West Bengal,274616,Platinum
C5862,Anjali Bose,9667280608,Retailer,Delhi,891328,Gold
C5863,Sanjay Chopra,9407856505,Mechanic,Maharashtra,314934,Gold
C5864,Anjali Bose,9498553552,Retailer,Delhi,1466103,Platinum
C5865,Arun Chopra,9651419240,Mechanic,West Bengal,503021,Platinum
C5866,Arun Agarwal,9329486184,Retailer,Maharashtra,1143025,Gold
C5867,Arun Nair,9861009772,Retailer,Uttar Pradesh,1968601,Platinum
C5868,Raj Sharma,9206886504,Wholesaler,Gujarat,212408,Platinum
C5869,Kiran Verma,9966998486,Mechanic,Tamil Nadu,1543307,Gold
C5870,Kiran Bose,9113486812,Retailer,West Bengal,160464,Platinum
C5871,Vikram Mehta,9959332921,Mechanic,Gujarat,299483,Platinum
C5872,Anjali Bose,9714759428,Mechanic,Delhi,1528061,Gold
C5873,Raj Sharma,9115636756,Wholesaler,Gujarat,740942,Platinum
C5874,Amit Nair,9306562409,Wholesaler,Delhi,138562,Silver
C5875,Neha Reddy,9471724908,Wholesaler,West Bengal,1721516,Gold
C5876,Anjali Mehta,9695700364,Wholesaler,Karnataka,1330074,Silver
C5877,Amit Chopra,9829389888,Wholesaler,Uttar Pradesh,900152,Gold
C5878,Kiran Bose,9470398733,Wholesaler,Uttar Pradesh,1867488,Silver
C5879,Priya Ghosh,9640548315,Wholesaler,Tamil Nadu,753187,Silver
C5880,Anjali Nair,9864521401,Wholesaler,Uttar Pradesh,1883529,Platinum
C5881,Arun Ghosh,9611350776,Retailer,Gujarat,594805,Gold
C5882,Anjali Bose,9245214193,Mechanic,Uttar Pradesh,1014869,Gold
C5883,Arun Reddy,9505888703,Wholesaler,Gujarat,536845,Platinum
C5884,Arun Sharma,9304445085,Wholesaler,West Bengal,132131,Platinum
C5885,Kiran Chopra,9831498867,Mechanic,Uttar Pradesh,774425,Silver
C5886,Anjali Ghosh,9301268088,Retailer,West Bengal,915929,Gold
C5887,Kiran Ghosh,9846309536,Mechanic,Uttar Pradesh,636718,Platinum
C5888,Vikram Chopra,9962083856,Mechanic,Delhi,704617,Platinum
C5889,Vikram Sharma,9608464075,Wholesaler,Maharashtra,1089929,Silver
C5890,Raj Ghosh,9475780330,Mechanic,Maharashtra,603744,Silver
C5891,Raj Reddy,9137006673,Mechanic,Maharashtra,1257860,Platinum
C5892,Vikram Agarwal,9301127394,Wholesaler,Delhi,1596445,Silver
C5893,Divya Sharma,9627073838,Wholesaler,Maharashtra,1217364,Gold
C5894,Vikram Mehta,9780585678,Wholesaler,West Bengal,639634,Silver
C5895,Priya Mehta,9176176894,Wholesaler,Karnataka,1636794,Gold
C5896,Vikram Agarwal,9750623679,Mechanic,Karnataka,1861698,Platinum
C5897,Kiran Agarwal,9266015593,Mechanic,Uttar Pradesh,607203,Platinum
C5898,Raj Patil,9517545090,Retailer,Karnataka,1294850,Silver
C5899,Sanjay Patil,9428238200,Retailer,Maharashtra,1576734,Platinum
C5900,Neha Ghosh,9297845661,Mechanic,Karnataka,1603730,Silver
C5901,Priya Verma,9218587551,Retailer,Gujarat,1785042,Silver
C5902,Neha Verma,9900905325,Mechanic,Maharashtra,512742,Silver
C5903,Vikram Reddy,9107189528,Retailer,Gujarat,78040,Silver
C5904,Raj Nair,9285750364,Wholesaler,West Bengal,981466,Gold
C5905,Vikram Sharma,9352685319,Retailer,Gujarat,385534,Gold
C5906,Anjali Mehta,9690337377,Wholesaler,West Bengal,1593932,Platinum
C5907,Divya Nair,9938856103,Wholesaler,Delhi,1483591,Silver
C5908,Kiran Chopra,9571226322,Wholesaler,Delhi,372809,Platinum
C5909,Raj Bose,9974128995,Wholesaler,Uttar Pradesh,513275,Silver
C5910,Divya Sharma,9274346387,Retailer,Gujarat,804032,Platinum
C5911,Vikram Mehta,9654366956,Mechanic,Tamil Nadu,958264,Gold
C5912,Divya Mehta,9687714366,Wholesaler,West Bengal,111324,Platinum
C5913,Vikram Ghosh,9133297632,Retailer,Maharashtra,144855,Silver
C5914,Priya Bose,9624646021,Wholesaler,Tamil Nadu,690446,Silver
C5915,Priya Patil,9367810297,Retailer,West Bengal,995173,Platinum
C5916,Vikram Bose,9566754536,Retailer,Maharashtra,707957,Platinum
C5917,Arun Agarwal,9544724888,Retailer,West Bengal,1783146,Silver
C5918,Amit Ghosh,9891766461,Mechanic,West Bengal,1945705,Platinum
C5919,Neha Agarwal,9933694945,Retailer,Maharashtra,837734,Gold
C5920,Kiran Patil,9866718151,Retailer,West Bengal,767943,Silver
C5921,Anjali Verma,9784511853,Mechanic,West Bengal,1044556,Silver
C5922,Arun Patil,9430244788,Mechanic,West Bengal,1067702,Gold
C5923,Neha Chopra,9711074420,Retailer,Uttar Pradesh,652078,Platinum
C5924,Raj Chopra,9630036629,Mechanic,Delhi,1297708,Gold
C5925,Divya Mehta,9144942983,Wholesaler,Karnataka,1017744,Silver
C5926,Sanjay Ghosh,9506690078,Wholesaler,West Bengal,760217,Gold
C5927,Priya Ghosh,9796490749,Mechanic,Uttar Pradesh,1542270,Platinum
C5928,Priya Ghosh,9771077648,Mechanic,Maharashtra,1630348,Platinum
C5929,Vikram Chopra,9985114819,Retailer,Gujarat,1217533,Silver
C5930,Priya Ghosh,9435969928,Mechanic,West Bengal,1833683,Silver
C5931,Arun Bose,9721493093,Retailer,Uttar Pradesh,270574,Gold
C5932,Kiran Patil,9862798129,Wholesaler,Delhi,895059,Platinum
C5933,Vikram Verma,9766255272,Mechanic,Uttar Pradesh,1233004,Gold
C5934,Neha Nair,9102836188,Retailer,Delhi,804766,Silver
C5935,Neha Mehta,9881843286,Retailer,Gujarat,1378171,Gold
C5936,Arun Agarwal,9888061655,Wholesaler,West Bengal,1066552,Platinum
C5937,Sanjay Mehta,9833657403,Mechanic,Tamil Nadu,839506,Silver
C5938,Kiran Chopra,9777216109,Wholesaler,Gujarat,1936650,Gold
C5939,Divya Nair,9225627833,Retailer,Karnataka,1354654,Gold
C5940,Anjali Nair,9704731331,Retailer,Maharashtra,1286344,Platinum
C5941,Amit Sharma,9982260684,Mechanic,Uttar Pradesh,954884,Platinum
C5942,Arun Reddy,9534534656,Retailer,Maharashtra,1784794,Gold
C5943,Divya Bose,9811922341,Mechanic,Maharashtra,694997,Platinum
C5944,Sanjay Bose,9777091366,Wholesaler,Maharashtra,1527422,Silver
C5945,Neha Nair,9977622369,Mechanic,Delhi,339798,Gold
C5946,Divya Mehta,9386793822,Mechanic,Uttar Pradesh,1287874,Gold
C5947,Divya Sharma,9336899203,Retailer,Karnataka,1637053,Silver
C5948,Arun Patil,9900066045,Retailer,West Bengal,629395,Platinum
C5949,Vikram Bose,9810913803,Mechanic,West Bengal,1416740,Silver
C5950,Amit Patil,9863669722,Retailer,Tamil Nadu,1887568,Silver
C5951,Amit Chopra,9357357038,Retailer,West Bengal,1331786,Gold
C5952,Kiran Mehta,9470969367,Retailer,Karnataka,1084966,Silver
C5953,Vikram Verma,9544580138,Mechanic,West Bengal,1385372,Platinum
C5954,Sanjay Mehta,9254131399,Retailer,Delhi,1412986,Gold
C5955,Neha Chopra,9302836771,Mechanic,Gujarat,1866475,Platinum
C5956,Amit Chopra,9724005862,Retailer,West Bengal,176108,Silver
C5957,Divya Patil,9457889160,Wholesaler,Maharashtra,637606,Silver
C5958,Kiran Patil,9946331347,Retailer,Maharashtra,489515,Platinum
C5959,Priya Reddy,9128582871,Retailer,Gujarat,956824,Gold
C5960,Sanjay Sharma,9284857865,Mechanic,Maharashtra,378692,Silver
C5961,Sanjay Chopra,9178537374,Mechanic,Maharashtra,1725453,Silver
C5962,Anjali Bose,9183007941,Retailer,Delhi,550586,Silver
C5963,Arun Mehta,9229630903,Wholesaler,Delhi,1315925,Gold
C5964,Kiran Sharma,9646293424,Retailer,Delhi,1620959,Gold
C5965,Sanjay Reddy,9606366369,Retailer,West Bengal,217396,Silver
C5966,Neha Reddy,9105765735,Wholesaler,Gujarat,1474000,Gold
C5967,Raj Chopra,9837094007,Mechanic,Maharashtra,892541,Platinum
C5968,Neha Nair,9147408761,Retailer,Tamil Nadu,1714701,Silver
C5969,Amit Sharma,9104428084,Mechanic,Gujarat,672230,Platinum
C5970,Anjali Sharma,9143044693,Mechanic,Tamil Nadu,1577700,Gold
C5971,Raj Verma,9677224634,Wholesaler,Maharashtra,1510530,Gold
C5972,Vikram Ghosh,9250328581,Wholesaler,Karnataka,783055,Platinum
C5973,Neha Verma,9291965010,Mechanic,Gujarat,1678709,Gold
C5974,Kiran Agarwal,9237254829,Retailer,West Bengal,651243,Silver
C5975,Priya Mehta,9159119030,Mechanic,Tamil Nadu,1537147,Platinum
C5976,Amit Patil,9485413541,Retailer,Gujarat,1969322,Platinum
C5977,Priya Ghosh,9353176856,Retailer,Gujarat,481526,Silver
C5978,Arun Verma,9240936089,Wholesaler,Delhi,1201401,Gold
C5979,Arun Ghosh,9905091488,Retailer,Karnataka,983929,Platinum
C5980,Arun Chopra,9279111517,Retailer,Delhi,490635,Platinum
C5981,Anjali Verma,9145650008,Mechanic,Karnataka,1979853,Silver
C5982,Sanjay Ghosh,,Wholesaler,Karnataka,1510024,
C5983,Priya Agarwal,9729682321,Retailer,West Bengal,1954735,Platinum
C5984,Vikram Ghosh,9352368868,Retailer,Gujarat,368726,Gold
C5985,Kiran Patil,9718326435,Wholesaler,Delhi,1543810,Platinum
C5986,Kiran Patil,9871487213,Mechanic,Delhi,1242672,Gold
C5987,Amit Verma,9485859883,Wholesaler,Tamil Nadu,534974,Platinum
C5988,Amit Patil,9511759738,Wholesaler,Gujarat,1941053,Gold
C5989,Neha Bose,9922849039,Retailer,Maharashtra,1505391,Gold
C5990,Kiran Chopra,9152933084,Retailer,Maharashtra,1036374,Platinum
C5991,Divya Sharma,9668156603,Mechanic,Tamil Nadu,790939,Gold
C5992,Anjali Nair,9713372185,Retailer,Karnataka,401143,Gold
C5993,Vikram Verma,9667299409,Retailer,Tamil Nadu,296414,Silver
C5994,Vikram Nair,9132556004,Wholesaler,Tamil Nadu,780480,Silver
C5995,Kiran Bose,9412959037,Retailer,Delhi,1061284,Silver
C5996,Sanjay Chopra,9555983357,Mechanic,Tamil Nadu,205531,Silver
C5997,Amit Agarwal,9511213422,Wholesaler,Uttar Pradesh,71755,Gold
C5998,Anjali Agarwal,9176111182,Mechanic,Karnataka,1497244,Platinum
C5999,Neha Sharma,9579946040,Wholesaler,Maharashtra,988727,Platinum
C6000,Divya Sharma,9225129674,Retailer,West Bengal,647417,Silver
C6001,Raj Patil,9997429021,Wholesaler,Gujarat,1571958,Platinum
C6002,Neha Nair,9116652133,Wholesaler,Tamil Nadu,1261009,Platinum
C6003,Kiran Chopra,9198955330,Retailer,Gujarat,1075340,Gold
C6004,Vikram Verma,9407099266,Retailer,Tamil Nadu,673103,Gold
C6005,Arun Patil,9604834078,Mechanic,Uttar Pradesh,290623,Platinum
C6006,Anjali Mehta,9676105604,Mechanic,Gujarat,922476,Gold
C6007,Raj Mehta,9294724575,Retailer,Delhi,1700403,Silver
C6008,Neha Chopra,9382996370,Retailer,Delhi,241781,Silver
C6009,Priya Patil,9968494272,Retailer,Gujarat,1855318,Platinum
C6010,Neha Patil,9600133884,Wholesaler,Tamil Nadu,677229,Platinum
C6011,Amit Bose,9985237262,Wholesaler,Uttar Pradesh,1813542,Silver
C6012,Vikram Mehta,9478435664,Wholesaler,Uttar Pradesh,439746,Platinum
C6013,Raj Chopra,9706943500,Retailer,Tamil Nadu,1211179,Platinum
C6014,Priya Bose,9759115547,Mechanic,Karnataka,848647,Gold
C6015,Anjali Mehta,,Retailer,Maharashtra,1008678,
C6016,Vikram Mehta,9206968984,Wholesaler,Maharashtra,1390579,Silver
C6017,Priya Reddy,9925672589,Wholesaler,Uttar Pradesh,1945593,Silver
C6018,Neha Nair,9230755350,Retailer,West Bengal,486444,Silver
C6019,Priya Agarwal,9623008034,Retailer,Maharashtra,907087,Silver
C6020,Kiran Ghosh,9305572072,Wholesaler,West Bengal,1216595,Silver
C6021,Arun Agarwal,9709593646,Wholesaler,Delhi,1030691,Gold
C6022,Anjali Sharma,9147223834,Wholesaler,West Bengal,85076,Platinum
C6023,Raj Reddy,9948840932,Retailer,West Bengal,821885,Silver
C6024,Anjali Reddy,9521085917,Wholesaler,Maharashtra,959130,Silver
C6025,Raj Mehta,9549591125,Wholesaler,Uttar Pradesh,1442257,Gold
C6026,Sanjay Chopra,9448102012,Mechanic,Tamil Nadu,120655,Gold
C6027,Vikram Ghosh,9162586514,Retailer,Uttar Pradesh,465336,Gold
C6028,Priya Verma,9890508746,Mechanic,Delhi,1164677,Gold
C6029,Amit Patil,9532600686,Mechanic,Karnataka,504251,Platinum
C6030,Arun Reddy,9652866745,Wholesaler,West Bengal,876839,Platinum
C6031,Divya Mehta,9669999199,Retailer,West Bengal,193162,Gold
C6032,Vikram Bose,9776013685,Wholesaler,Gujarat,1959536,Gold
C6033,Anjali Reddy,9881313012,Retailer,West Bengal,624718,Silver
C6034,Neha Reddy,9639725670,Mechanic,Uttar Pradesh,1782142,Platinum
C6035,Divya Agarwal,9491987167,Retailer,Tamil Nadu,882133,Silver
C6036,Neha Patil,9596120553,Wholesaler,Karnataka,1384295,Gold
C6037,Priya Mehta,9869841446,Wholesaler,Uttar Pradesh,513836,Silver
C6038,Vikram Reddy,9561288750,Wholesaler,Gujarat,1937664,Gold
C6039,Kiran Mehta,9936274868,Retailer,Uttar Pradesh,1468207,Platinum
C6040,Divya Patil,9141586367,Mechanic,Maharashtra,1899070,Silver
C6041,Raj Sharma,9296289820,Mechanic,Delhi,1142061,Silver
C6042,Arun Ghosh,9599123000,Retailer,Tamil Nadu,1317181,Silver
C6043,Sanjay Verma,9311370196,Wholesaler,Karnataka,847053,Platinum
C6044,Anjali Patil,9230050776,Mechanic,Delhi,1029762,Platinum
C6045,Neha Reddy,9556036684,Wholesaler,Maharashtra,72901,Silver
C6046,Raj Mehta,9121364470,Retailer,Delhi,290168,Silver
